,Date,Duration,Distance,id,Game Day,Days Before Match,Days After Match
971,2021-02-14 00:00:00,112.633331298828,10993.5020751953,44,1,0,0
340,2021-02-19 00:00:00,111.266670227051,11853.661590576201,44,1,0,0
707,2021-02-27 00:00:00,106.583335876465,10667.0894165039,44,1,0,0
1500,2021-03-06 00:00:00,112.699996948242,11354.5042877197,44,1,0,0
1621,2021-03-13 00:00:00,114.25,11907.3895568848,44,1,0,0
1702,2018-08-19 00:00:00,107.147338867188,9626.72921999057,45,1,0,0
1693,2018-08-24 00:00:00,113.24932861328101,9697.006015750749,45,1,0,0
1699,2018-08-31 00:00:00,112.23666381835899,9717.76137449494,45,1,0,0
1775,2018-09-16 00:00:00,116.079330444336,9614.34051941364,45,1,0,0
1785,2018-09-22 00:00:00,112.087333679199,9389.40803892311,45,1,0,0
1711,2018-09-27 00:00:00,111.842002868652,9454.82581531894,45,1,0,0
1691,2018-10-01 00:00:00,108.163330078125,8819.16010506048,45,1,0,0
1696,2018-10-06 00:00:00,109.254669189453,9371.997109098009,45,1,0,0
1182,2018-10-21 00:00:00,15.140000343322802,1097.32720592968,45,1,0,0
1030,2018-10-31 00:00:00,110.0,9932.18446174035,45,1,0,0
643,2018-11-10 00:00:00,95.3006591796875,8728.98820692222,45,1,0,0
667,2018-12-01 00:00:00,112.28733062744101,9626.822435529399,45,1,0,0
359,2018-12-04 00:00:00,110.0,8972.818939208979,45,1,0,0
501,2018-12-07 00:00:00,111.24066162109399,9053.89614465505,45,1,0,0
734,2018-12-15 00:00:00,6.4846663475036594,826.56544006746,45,1,0,0
1533,2018-12-21 00:00:00,41.1146659851074,4255.05242929348,45,1,0,0
1207,2019-01-09 00:00:00,110.0,9338.061286926271,45,1,0,0
319,2019-01-12 00:00:00,20.2446670532227,2408.616891427,45,1,0,0
1675,2019-01-15 00:00:00,110.0,9426.596260070799,45,1,0,0
831,2019-01-18 00:00:00,110.0,9257.55106940636,45,1,0,0
1134,2019-01-22 00:00:00,110.0,9718.21443176269,45,1,0,0
1399,2019-01-26 00:00:00,108.553329467773,9103.87178957614,45,1,0,0
360,2019-01-29 00:00:00,22.0,1868.7231689453101,45,1,0,0
502,2019-04-07 00:00:00,109.668670654297,9060.474183600309,45,1,0,0
1414,2019-04-14 00:00:00,31.1840000152588,2975.27411229299,45,1,0,0
272,2019-04-21 00:00:00,117.134658813477,9671.05962684254,45,1,0,0
1169,2019-04-25 00:00:00,107.529335021973,9296.36761055405,45,1,0,0
572,2019-05-05 00:00:00,110.60400390625,9110.66838487962,45,1,0,0
394,2019-05-18 00:00:00,112.08599853515601,9385.91726859856,45,1,0,0
963,2019-07-21 00:00:00,61.0,6022.23951721191,45,1,0,0
79,2019-07-27 00:00:00,110.0,9994.23492431641,45,1,0,0
1114,2019-08-07 00:00:00,110.0,10389.5684051514,45,1,0,0
1313,2019-08-18 00:00:00,17.483333587646502,1283.2402572631802,45,1,0,0
1314,2019-08-18 00:00:00,110.0,10069.735748291,45,1,0,0
409,2019-09-19 00:00:00,110.0,9652.53746032715,45,1,0,0
1618,2019-09-28 00:00:00,110.0,9006.86767578125,45,1,0,0
695,2019-10-03 00:00:00,110.0,9030.970825195309,45,1,0,0
999,2019-10-24 00:00:00,33.0166664123535,1378.8858194351199,45,1,0,0
1000,2019-10-24 00:00:00,13.0,1615.8904380798301,45,1,0,0
1676,2019-11-07 00:00:00,110.0,9466.95808410644,45,1,0,0
809,2019-11-28 00:00:00,110.0,9479.178962707521,45,1,0,0
1717,2018-08-19 00:00:00,85.5626678466797,8919.34078979492,46,1,0,0
1751,2018-08-24 00:00:00,15.985999107360803,2056.74833297729,46,1,0,0
1723,2018-08-31 00:00:00,37.973331451416,4472.8088798522995,46,1,0,0
1736,2018-09-16 00:00:00,116.079330444336,12826.707321167,46,1,0,0
1783,2018-09-22 00:00:00,112.816665649414,8514.87446594238,46,1,0,0
1690,2018-09-27 00:00:00,65.466667175293,3875.6101055145296,46,1,0,0
1773,2018-10-01 00:00:00,110.016670227051,10737.79737854,46,1,0,0
1786,2018-10-06 00:00:00,109.254669189453,10703.8392486572,46,1,0,0
845,2018-10-21 00:00:00,110.0,10744.2686767578,46,1,0,0
415,2018-10-28 00:00:00,104.0,10317.8101043701,46,1,0,0
846,2018-11-04 00:00:00,110.0,11304.5313796997,46,1,0,0
602,2018-11-10 00:00:00,107.0,10856.613510131801,46,1,0,0
890,2018-11-25 00:00:00,89.0,8951.76778793335,46,1,0,0
90,2018-12-01 00:00:00,110.0,12100.0593566895,46,1,0,0
1096,2018-12-07 00:00:00,110.0,12947.529373168898,46,1,0,0
183,2018-12-15 00:00:00,110.0,11506.6877212524,46,1,0,0
983,2018-12-21 00:00:00,110.0,13011.866790771499,46,1,0,0
416,2019-01-06 00:00:00,37.0,3985.2247505188,46,1,0,0
1468,2019-01-09 00:00:00,26.0,2817.6433677673303,46,1,0,0
1299,2019-01-12 00:00:00,101.0,11924.2451248169,46,1,0,0
1536,2019-01-18 00:00:00,91.0,8411.19731140137,46,1,0,0
390,2019-01-22 00:00:00,26.0,2805.04484939575,46,1,0,0
1558,2019-01-26 00:00:00,61.0,5333.56285095215,46,1,0,0
175,2019-01-29 00:00:00,110.0,12913.3752288818,46,1,0,0
847,2019-02-02 00:00:00,33.0,3723.4917411804204,46,1,0,0
295,2019-02-09 00:00:00,110.0,11534.3818969727,46,1,0,0
1545,2019-02-15 00:00:00,22.0,4372.39267158508,46,1,0,0
1546,2019-02-23 00:00:00,99.0,10455.9754638672,46,1,0,0
566,2019-03-03 00:00:00,100.0,10746.8779296875,46,1,0,0
140,2019-03-09 00:00:00,64.0,5635.20119476318,46,1,0,0
901,2019-03-17 00:00:00,110.0,12438.4764251709,46,1,0,0
18,2019-03-30 00:00:00,110.0,10108.0097045898,46,1,0,0
902,2019-04-02 00:00:00,28.0,4234.16618347168,46,1,0,0
437,2019-04-07 00:00:00,105.0,10231.101346969599,46,1,0,0
525,2019-04-14 00:00:00,23.0,2516.88410568237,46,1,0,0
109,2019-04-21 00:00:00,92.0,8617.340950012209,46,1,0,0
243,2019-04-25 00:00:00,110.0,12388.078125,46,1,0,0
218,2019-04-28 00:00:00,66.0,5445.50217437744,46,1,0,0
156,2019-05-05 00:00:00,110.0,11548.7091064453,46,1,0,0
1333,2019-05-12 00:00:00,110.0,11028.3173828125,46,1,0,0
848,2019-05-18 00:00:00,110.0,10175.8555145264,46,1,0,0
1167,2019-07-21 00:00:00,61.0,5381.97514438629,46,1,0,0
749,2019-07-27 00:00:00,80.0,8231.03145599365,46,1,0,0
1433,2019-08-07 00:00:00,37.0,5112.66242980957,46,1,0,0
1589,2019-08-18 00:00:00,17.483333587646502,1122.9801697731,46,1,0,0
1590,2019-08-18 00:00:00,38.0,4295.66994857788,46,1,0,0
875,2019-08-31 00:00:00,110.0,10367.4376068115,46,1,0,0
1373,2019-09-15 00:00:00,76.0,9017.09259033203,46,1,0,0
1044,2019-09-22 00:00:00,110.0,10573.9735870361,46,1,0,0
1045,2019-09-25 00:00:00,68.0,6420.762136459351,46,1,0,0
1300,2019-09-28 00:00:00,37.0,4115.805473327639,46,1,0,0
849,2019-10-06 00:00:00,79.0,8513.79193878174,46,1,0,0
1537,2019-10-19 00:00:00,61.0,5347.5650100708,46,1,0,0
1477,2019-10-24 00:00:00,84.0,9745.64067077637,46,1,0,0
1478,2019-10-24 00:00:00,33.0166664123535,1244.8084068298301,46,1,0,0
611,2019-10-27 00:00:00,73.0,9346.66902160645,46,1,0,0
967,2019-11-03 00:00:00,97.0,10216.070083618199,46,1,0,0
31,2019-11-10 00:00:00,99.0,10699.2033996582,46,1,0,0
468,2019-11-24 00:00:00,33.0,3839.7561283111604,46,1,0,0
717,2019-11-28 00:00:00,76.0,9917.592407226559,46,1,0,0
1347,2019-12-01 00:00:00,94.0,9759.62287902832,46,1,0,0
1310,2019-12-08 00:00:00,13.0,2737.9160823822,46,1,0,0
1138,2019-12-12 00:00:00,22.0,2576.15158081055,46,1,0,0
68,2019-12-15 00:00:00,87.0,10017.1077423096,46,1,0,0
1340,2019-12-21 00:00:00,61.0,5750.831343650821,46,1,0,0
69,2020-01-04 00:00:00,35.0,3951.3088493347204,46,1,0,0
1069,2020-01-11 00:00:00,110.0,11002.6368103027,46,1,0,0
1457,2020-01-17 00:00:00,99.0,10835.9406204224,46,1,0,0
1458,2020-01-17 00:00:00,17.483333587646502,1183.26667702198,46,1,0,0
302,2020-01-26 00:00:00,80.0,7317.04248046875,46,1,0,0
583,2020-02-02 00:00:00,41.0,4586.47357749939,46,1,0,0
1238,2020-02-08 00:00:00,95.0,10170.2219390869,46,1,0,0
1492,2020-02-15 00:00:00,67.0,7572.621635437009,46,1,0,0
275,2020-02-20 00:00:00,23.0,3111.06993103027,46,1,0,0
1056,2020-02-23 00:00:00,110.0,10687.6577453613,46,1,0,0
876,2020-02-27 00:00:00,25.0,3924.9420195817897,46,1,0,0
1591,2020-03-07 00:00:00,76.0,7310.96697998047,46,1,0,0
1592,2020-03-07 00:00:00,24.9333324432373,1234.16416168213,46,1,0,0
797,2020-06-12 00:00:00,110.0,10712.3950271606,46,1,0,0
507,2020-06-16 00:00:00,80.0,8088.994171142579,46,1,0,0
1479,2020-06-20 00:00:00,33.0,3628.8358230590798,46,1,0,0
219,2020-06-23 00:00:00,31.0,4397.48865890503,46,1,0,0
1193,2020-06-29 00:00:00,27.0,3490.9716720581105,46,1,0,0
1194,2020-06-29 00:00:00,17.466667175293,1191.2506570816001,46,1,0,0
1222,2020-07-02 00:00:00,17.266666412353498,1210.6570539474499,46,1,0,0
1223,2020-07-02 00:00:00,18.0,2674.41304779053,46,1,0,0
99,2020-07-05 00:00:00,102.0,12406.145050048799,46,1,0,0
692,2020-07-13 00:00:00,110.0,12408.8104934692,46,1,0,0
1174,2020-07-16 00:00:00,34.0,4011.32455444336,46,1,0,0
1175,2020-07-16 00:00:00,17.3166675567627,1046.09625434875,46,1,0,0
19,2020-07-19 00:00:00,14.0,2430.9038772583,46,1,0,0
1726,2018-08-19 00:00:00,107.147338867188,9433.70314788818,50,1,0,0
1712,2018-08-24 00:00:00,113.24932861328101,9519.23506164551,50,1,0,0
1713,2018-08-31 00:00:00,112.23666381835899,9090.945571899409,50,1,0,0
1740,2018-09-16 00:00:00,94.4340057373047,11229.9757461548,50,1,0,0
1714,2018-09-22 00:00:00,94.7993316650391,0.0,50,1,0,0
1790,2018-09-27 00:00:00,112.133331298828,8842.20307159424,50,1,0,0
1700,2018-10-01 00:00:00,110.016670227051,9644.29321289063,50,1,0,0
1748,2018-10-06 00:00:00,109.254669189453,9415.74423217774,50,1,0,0
106,2018-10-21 00:00:00,110.0,8938.867118835451,50,1,0,0
888,2018-10-28 00:00:00,110.0,9279.44743347168,50,1,0,0
1143,2018-10-31 00:00:00,48.8499984741211,9249.85307312012,50,1,0,0
411,2018-11-04 00:00:00,110.0,10168.3263397217,50,1,0,0
1608,2018-11-25 00:00:00,110.0,9800.44454574585,50,1,0,0
1080,2018-12-01 00:00:00,110.0,8741.71113586426,50,1,0,0
660,2018-12-07 00:00:00,110.0,11201.8546447754,50,1,0,0
832,2018-12-15 00:00:00,110.0,9009.9255065918,50,1,0,0
705,2018-12-21 00:00:00,68.0,7141.513961791991,50,1,0,0
1232,2019-01-06 00:00:00,110.0,8512.36228942871,50,1,0,0
273,2019-01-12 00:00:00,110.0,9825.3013458252,50,1,0,0
1427,2019-01-15 00:00:00,26.0,2922.85954284668,50,1,0,0
1001,2019-01-18 00:00:00,110.0,9062.127182006841,50,1,0,0
1288,2019-01-22 00:00:00,110.0,9629.97415161133,50,1,0,0
168,2019-01-26 00:00:00,103.0,8979.72332763672,50,1,0,0
1330,2019-01-29 00:00:00,89.0,7858.47077178955,50,1,0,0
122,2019-02-09 00:00:00,110.0,9144.152435302729,50,1,0,0
1647,2019-02-15 00:00:00,110.0,10638.393737793,50,1,0,0
550,2019-02-23 00:00:00,110.0,8770.88133239746,50,1,0,0
1562,2019-03-03 00:00:00,110.0,9237.36282348633,50,1,0,0
234,2019-03-09 00:00:00,110.0,9274.74546813965,50,1,0,0
677,2019-03-17 00:00:00,110.0,9046.97622680664,50,1,0,0
661,2019-03-24 00:00:00,110.0,8919.909827757421,50,1,0,0
745,2019-03-30 00:00:00,110.0,9252.3385925293,50,1,0,0
1087,2019-04-02 00:00:00,110.0,8867.83114624024,50,1,0,0
335,2019-04-07 00:00:00,110.0,8647.41341400146,50,1,0,0
258,2019-04-14 00:00:00,110.0,9266.98388671875,50,1,0,0
908,2019-04-21 00:00:00,89.0,7057.7824401855505,50,1,0,0
523,2019-04-28 00:00:00,110.0,8492.68063354492,50,1,0,0
1526,2019-05-05 00:00:00,110.0,8399.74003601074,50,1,0,0
1361,2019-05-12 00:00:00,110.0,9335.65586853027,50,1,0,0
1671,2019-08-07 00:00:00,73.0,7442.772338867191,50,1,0,0
1183,2019-08-18 00:00:00,17.483333587646502,1270.59669399261,50,1,0,0
1184,2019-08-18 00:00:00,110.0,8761.99894714356,50,1,0,0
1381,2019-08-24 00:00:00,110.0,8999.09971618652,50,1,0,0
1382,2019-08-24 00:00:00,18.033332824707,1419.5638536214801,50,1,0,0
712,2019-08-31 00:00:00,110.0,8837.57627868652,50,1,0,0
1192,2019-09-06 00:00:00,110.0,8882.07546594943,50,1,0,0
786,2019-09-10 00:00:00,110.0,8900.208616802041,50,1,0,0
840,2019-09-15 00:00:00,110.0,8058.55426025391,50,1,0,0
1625,2019-09-19 00:00:00,110.0,8982.754035949709,50,1,0,0
869,2019-09-22 00:00:00,110.0,8709.74041748047,50,1,0,0
1634,2019-09-25 00:00:00,110.0,11202.346305847199,50,1,0,0
436,2019-09-28 00:00:00,110.0,8291.42924499512,50,1,0,0
1165,2019-10-06 00:00:00,110.0,9958.722045898441,50,1,0,0
315,2019-10-19 00:00:00,110.0,9045.32623291016,50,1,0,0
1656,2019-10-24 00:00:00,33.0166664123535,1455.44885611534,50,1,0,0
1657,2019-10-24 00:00:00,110.0,9495.75325012207,50,1,0,0
66,2019-10-31 00:00:00,17.1833324432373,1235.9152078628501,50,1,0,0
67,2019-10-31 00:00:00,110.0,9065.60530853272,50,1,0,0
242,2019-11-03 00:00:00,110.0,9440.48394012451,50,1,0,0
1569,2019-11-10 00:00:00,110.0,9492.109771728521,50,1,0,0
979,2019-11-14 00:00:00,110.0,8818.360667908199,50,1,0,0
841,2019-11-18 00:00:00,110.0,8688.18796797846,50,1,0,0
1368,2019-11-24 00:00:00,110.0,8678.19071960449,50,1,0,0
1060,2019-11-28 00:00:00,110.0,9250.76890563965,50,1,0,0
1351,2019-12-08 00:00:00,116.800003051758,8858.054428100591,50,1,0,0
1648,2019-12-12 00:00:00,110.0,8938.89126586914,50,1,0,0
1474,2019-12-15 00:00:00,110.0,9128.92340087891,50,1,0,0
787,2019-12-21 00:00:00,110.0,9781.585540771479,50,1,0,0
1619,2020-01-04 00:00:00,110.0,9113.09651184082,50,1,0,0
753,2020-01-11 00:00:00,110.0,9598.30499267578,50,1,0,0
1016,2020-01-17 00:00:00,17.483333587646502,1252.7610180377999,50,1,0,0
1017,2020-01-17 00:00:00,110.0,9741.15933227539,50,1,0,0
909,2020-01-26 00:00:00,110.0,8266.99012756348,50,1,0,0
1282,2020-02-02 00:00:00,110.0,8571.31730651856,50,1,0,0
107,2020-02-08 00:00:00,110.0,8807.50189208984,50,1,0,0
1126,2020-02-15 00:00:00,110.0,8719.72210693359,50,1,0,0
1042,2020-02-20 00:00:00,110.0,9229.43768310547,50,1,0,0
490,2020-02-23 00:00:00,110.0,8606.92749023437,50,1,0,0
980,2020-02-27 00:00:00,110.0,9826.43658638001,50,1,0,0
1516,2020-03-01 00:00:00,110.0,9442.78623962402,50,1,0,0
321,2020-03-07 00:00:00,110.0,9280.64775085449,50,1,0,0
322,2020-03-07 00:00:00,24.9500007629395,1262.64610958099,50,1,0,0
153,2020-06-12 00:00:00,110.0,7738.130035400391,50,1,0,0
746,2020-06-20 00:00:00,110.0,9211.488891601559,50,1,0,0
788,2020-06-23 00:00:00,110.0,8885.91751861572,50,1,0,0
617,2020-07-02 00:00:00,17.266666412353498,1253.90855407715,50,1,0,0
618,2020-07-02 00:00:00,110.0,8925.58692932129,50,1,0,0
460,2020-07-05 00:00:00,110.0,10594.4598083496,50,1,0,0
1103,2020-07-08 00:00:00,110.0,8178.263961791991,50,1,0,0
1104,2020-07-08 00:00:00,16.4500007629395,1218.6736593246499,50,1,0,0
224,2020-07-13 00:00:00,110.0,8690.16091918945,50,1,0,0
397,2020-07-16 00:00:00,110.0,9358.9831237793,50,1,0,0
398,2020-07-16 00:00:00,17.3166675567627,1168.93807220459,50,1,0,0
628,2020-07-19 00:00:00,125.09066772460899,9238.06868245325,50,1,0,0
329,2020-09-12 00:00:00,62.5666656494141,3682.59467315674,50,1,0,0
697,2020-09-19 00:00:00,116.733329772949,9363.997299194341,50,1,0,0
1136,2020-09-26 00:00:00,111.233329772949,9584.20700836182,50,1,0,0
1283,2020-09-29 00:00:00,110.78333282470699,9229.09031677246,50,1,0,0
899,2020-10-03 00:00:00,106.183334350586,8855.68376159668,50,1,0,0
1570,2020-10-12 00:00:00,110.0,9023.868931239691,50,1,0,0
1428,2020-10-17 00:00:00,117.449996948242,9472.766204833979,50,1,0,0
690,2020-10-25 00:00:00,118.366668701172,9485.79916381836,50,1,0,0
997,2020-11-01 00:00:00,117.583335876465,10710.9239959717,50,1,0,0
73,2020-11-08 00:00:00,110.766670227051,9225.13497924805,50,1,0,0
842,2020-11-14 00:00:00,110.0,8835.45893413242,50,1,0,0
1417,2020-11-17 00:00:00,110.0,8898.43105917234,50,1,0,0
854,2020-11-22 00:00:00,110.690673828125,8326.31412542955,50,1,0,0
953,2020-11-29 00:00:00,113.516670227051,9104.38889312744,50,1,0,0
1686,2020-12-05 00:00:00,103.550003051758,10489.3747634888,50,1,0,0
662,2020-12-17 00:00:00,85.4166641235352,6481.294811248779,50,1,0,0
235,2020-12-20 00:00:00,114.366668701172,8673.559341430659,50,1,0,0
1049,2020-12-23 00:00:00,111.21666717529301,9158.04738616943,50,1,0,0
1308,2020-12-30 00:00:00,111.933334350586,9511.85211181641,50,1,0,0
1649,2021-01-02 00:00:00,113.733329772949,9690.3145904541,50,1,0,0
1289,2021-01-05 00:00:00,68.716667175293,3522.92317962646,50,1,0,0
473,2021-01-11 00:00:00,113.395332336426,8803.52533227766,50,1,0,0
1018,2021-01-20 00:00:00,113.349998474121,9848.03520965576,50,1,0,0
1488,2021-01-25 00:00:00,110.166664123535,10567.6212158203,50,1,0,0
775,2021-02-06 00:00:00,116.933334350586,14342.6109466553,50,1,0,0
252,2021-02-19 00:00:00,111.266670227051,9044.596801757809,50,1,0,0
293,2021-02-27 00:00:00,115.099998474121,8650.66368103027,50,1,0,0
1284,2021-03-06 00:00:00,112.699996948242,9378.49740600586,50,1,0,0
629,2021-03-13 00:00:00,114.25,8877.542083740229,50,1,0,0
1441,2019-02-02 00:00:00,110.0,12467.7003479004,51,1,0,0
881,2019-02-09 00:00:00,110.0,11706.590057373,51,1,0,0
728,2019-02-15 00:00:00,108.0,13353.2139358521,51,1,0,0
1410,2019-02-23 00:00:00,22.0,69.7419157624245,51,1,0,0
210,2019-03-03 00:00:00,110.0,12129.7052612305,51,1,0,0
453,2019-03-09 00:00:00,25.2153339385986,2987.91102437229,51,1,0,0
1323,2019-03-17 00:00:00,104.0,12114.2315826416,51,1,0,0
861,2019-03-30 00:00:00,97.0,9644.347564697271,51,1,0,0
245,2019-04-07 00:00:00,70.0,6798.508163452149,51,1,0,0
371,2019-04-14 00:00:00,77.0,8156.91006469727,51,1,0,0
253,2019-04-25 00:00:00,72.0526657104492,7653.97601982167,51,1,0,0
1354,2019-04-28 00:00:00,110.0,11667.324005127,51,1,0,0
288,2019-05-05 00:00:00,110.60400390625,10958.8873741412,51,1,0,0
681,2019-05-12 00:00:00,110.0,11219.101577758798,51,1,0,0
60,2019-07-21 00:00:00,64.0,5007.77476501465,51,1,0,0
418,2019-07-27 00:00:00,80.0,8699.84043884277,51,1,0,0
1274,2019-08-07 00:00:00,73.0,8069.415817260741,51,1,0,0
1594,2019-10-27 00:00:00,43.0,6077.1305847168005,51,1,0,0
800,2019-11-03 00:00:00,27.0,3891.7123031616206,51,1,0,0
160,2019-11-07 00:00:00,110.0,10557.4223709106,51,1,0,0
604,2019-11-24 00:00:00,110.0,11930.368438720701,51,1,0,0
1226,2019-11-28 00:00:00,110.0,11260.6190795898,51,1,0,0
508,2019-12-08 00:00:00,116.800003051758,12128.181915283201,51,1,0,0
438,2019-12-15 00:00:00,110.0,10934.3550109863,51,1,0,0
605,2019-12-21 00:00:00,15.0,2189.5809135437,51,1,0,0
439,2020-01-17 00:00:00,17.483333587646502,1277.5998134613,51,1,0,0
440,2020-01-17 00:00:00,110.0,11802.9846343994,51,1,0,0
699,2020-01-26 00:00:00,110.0,10821.1461791992,51,1,0,0
1140,2020-02-02 00:00:00,110.0,10653.1446380615,51,1,0,0
542,2020-02-08 00:00:00,110.0,11522.241027832,51,1,0,0
646,2020-02-15 00:00:00,67.0,6671.60174560547,51,1,0,0
576,2020-02-20 00:00:00,110.0,11032.5458068848,51,1,0,0
1239,2020-02-23 00:00:00,110.0,10642.6214904785,51,1,0,0
441,2020-02-27 00:00:00,110.0,4329.7603597641,51,1,0,0
1111,2020-03-01 00:00:00,110.0,12013.5894622803,51,1,0,0
1421,2020-06-12 00:00:00,110.0,10717.3284912109,51,1,0,0
477,2020-06-16 00:00:00,80.0,8085.285308837891,51,1,0,0
1342,2020-06-20 00:00:00,110.0,11363.918510436999,51,1,0,0
221,2020-06-23 00:00:00,110.0,11176.2346954346,51,1,0,0
185,2020-06-29 00:00:00,17.6833324432373,1224.16129589081,51,1,0,0
186,2020-06-29 00:00:00,110.0,11137.821899414099,51,1,0,0
32,2020-07-02 00:00:00,110.0,11466.585510253899,51,1,0,0
33,2020-07-02 00:00:00,17.266666412353498,1266.23062229157,51,1,0,0
682,2020-07-05 00:00:00,110.0,12810.572540283201,51,1,0,0
237,2020-07-08 00:00:00,16.4500007629395,1206.2553615570098,51,1,0,0
238,2020-07-08 00:00:00,110.0,10656.7236328125,51,1,0,0
804,2020-07-13 00:00:00,110.0,12032.7947692871,51,1,0,0
1375,2020-07-16 00:00:00,17.3166675567627,1178.54952716827,51,1,0,0
1376,2020-07-16 00:00:00,76.0,7655.94786071777,51,1,0,0
338,2020-07-19 00:00:00,110.0,12238.934967041001,51,1,0,0
211,2020-09-12 00:00:00,108.983329772949,11152.4557571411,51,1,0,0
1242,2020-09-19 00:00:00,116.03333282470699,11163.2174530029,51,1,0,0
1480,2020-09-26 00:00:00,111.233329772949,6654.52886962891,51,1,0,0
970,2020-09-29 00:00:00,110.78333282470699,10549.5111694336,51,1,0,0
1658,2020-10-03 00:00:00,94.8333358764648,9815.290893554691,51,1,0,0
111,2020-10-17 00:00:00,117.449996948242,12368.743865966799,51,1,0,0
834,2020-10-25 00:00:00,118.366668701172,10818.3869781494,51,1,0,0
41,2020-11-01 00:00:00,91.86666870117192,8584.49295043945,51,1,0,0
1422,2020-11-22 00:00:00,110.690673828125,9976.84828793927,51,1,0,0
1574,2020-11-29 00:00:00,113.516670227051,10280.2423706055,51,1,0,0
498,2020-12-05 00:00:00,95.7666702270508,8622.95890808105,51,1,0,0
1290,2020-12-12 00:00:00,113.233329772949,11837.9059524536,51,1,0,0
737,2020-12-17 00:00:00,57.016666412353494,4341.05952453613,51,1,0,0
1301,2020-12-20 00:00:00,114.366668701172,10145.7888565063,51,1,0,0
362,2020-12-30 00:00:00,111.933334350586,11102.697937011699,51,1,0,0
70,2021-01-02 00:00:00,113.733329772949,9772.90312194824,51,1,0,0
882,2021-01-11 00:00:00,113.395332336426,10222.2455870067,51,1,0,0
296,2021-02-06 00:00:00,11.246000289917,1391.2322490389902,51,1,0,0
1481,2021-02-09 00:00:00,109.150001525879,11056.8583984375,51,1,0,0
1680,2021-02-14 00:00:00,93.1833343505859,7732.5807876586905,51,1,0,0
1565,2021-02-19 00:00:00,111.266670227051,11622.456451416001,51,1,0,0
738,2021-02-27 00:00:00,115.099998474121,10369.7332763672,51,1,0,0
1188,2021-03-06 00:00:00,112.699996948242,10405.3944702148,51,1,0,0
1196,2021-03-13 00:00:00,114.25,11219.286743164099,51,1,0,0
1784,2018-08-19 00:00:00,107.147338867188,12008.5257034302,54,1,0,0
1721,2018-09-16 00:00:00,38.007999420166,5065.1316986084,54,1,0,0
945,2018-10-31 00:00:00,109.816665649414,3337.99549865723,54,1,0,0
1383,2018-11-16 00:00:00,110.0,10507.707353284,54,1,0,0
1394,2018-11-20 00:00:00,35.0,3408.39312158716,54,1,0,0
426,2018-12-04 00:00:00,112.233329772949,11308.9005889893,54,1,0,0
108,2018-12-15 00:00:00,84.0,8718.730697631841,54,1,0,0
136,2019-01-09 00:00:00,110.0,3343.56814314963,54,1,0,0
889,2019-01-13 00:00:00,110.0,11014.091878314499,54,1,0,0
81,2019-01-21 00:00:00,110.0,12133.323187588701,54,1,0,0
1221,2019-01-24 00:00:00,110.0,11395.646552163702,54,1,0,0
982,2019-01-28 00:00:00,110.0,11132.5361994693,54,1,0,0
1332,2019-02-01 00:00:00,110.0,10651.3038717207,54,1,0,0
833,2019-03-22 00:00:00,110.0,11659.272854466799,54,1,0,0
1337,2019-03-26 00:00:00,25.0,2390.1707290920103,54,1,0,0
427,2019-04-21 00:00:00,76.0,7642.44805908203,54,1,0,0
1107,2019-04-28 00:00:00,110.0,11002.4932250977,54,1,0,0
209,2019-05-12 00:00:00,61.0,5887.0847625732395,54,1,0,0
1120,2019-05-18 00:00:00,11.0,1478.3671112060501,54,1,0,0
510,2019-08-07 00:00:00,86.0,9110.67170715332,56,1,0,0
1252,2019-08-18 00:00:00,110.0,11176.0926132202,56,1,0,0
1253,2019-08-18 00:00:00,17.483333587646502,1257.83912372589,56,1,0,0
1517,2019-08-24 00:00:00,18.033332824707,1469.8512430191001,56,1,0,0
1518,2019-08-24 00:00:00,92.0,9712.01200866699,56,1,0,0
515,2019-08-31 00:00:00,72.0,7599.76971435547,56,1,0,0
166,2019-09-06 00:00:00,95.0,9194.509003574041,56,1,0,0
26,2019-09-19 00:00:00,110.0,11785.0958099365,56,1,0,0
511,2019-10-03 00:00:00,110.0,11687.600761413602,56,1,0,0
1025,2019-10-06 00:00:00,110.0,11223.0147857666,56,1,0,0
1094,2019-10-11 00:00:00,97.0,9755.60432399403,56,1,0,0
462,2019-10-15 00:00:00,22.0,2156.60973358154,56,1,0,0
199,2019-10-24 00:00:00,110.0,11476.4124069214,56,1,0,0
200,2019-10-24 00:00:00,33.0166664123535,1555.60244941711,56,1,0,0
1055,2019-11-07 00:00:00,94.0,9097.72469827326,56,1,0,0
1475,2019-11-19 00:00:00,110.0,11083.7190302531,56,1,0,0
1464,2019-11-28 00:00:00,110.0,11833.390739440902,56,1,0,0
635,2019-12-21 00:00:00,18.659999847412102,2436.36394773976,56,1,0,0
1137,2020-01-04 00:00:00,75.0,7126.221710205079,56,1,0,0
1586,2020-01-17 00:00:00,17.483333587646502,1227.6614513397199,56,1,0,0
193,2020-07-02 00:00:00,17.266666412353498,1312.04526901245,56,1,0,0
284,2020-07-13 00:00:00,3.8566665649414102,1234.3632922839802,56,1,0,0
1609,2020-07-16 00:00:00,17.3166675567627,1186.52896761894,56,1,0,0
1694,2018-08-19 00:00:00,78.7706680297852,9328.547803878779,57,1,0,0
1771,2018-08-24 00:00:00,113.24932861328101,11010.5325546265,57,1,0,0
1728,2018-08-31 00:00:00,112.23666381835899,11084.8294296265,57,1,0,0
